"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL3421669";"";"None";"595.20";"1";"3.66";"28";"O=C(CCCN1C(=O)C=CC1=O)Oc1c(Br)cc(Br)cc1CNC(=O)c1ccccc1[N+](=O)[O-]";"Inhibition";"";"";"%";"";"";"Active";"UO_0000187";"";"";"";"";"0";"CHEMBL3425206";"Antagonist activity at LasR in Pseudomonas aeruginosa PA14 assessed as inhibition of static biofilm thickness grown in defined media at 12.5 to 25 uM after 36 hrs SYTO-9 nucleic acid staining-based confocal microscopic analysis";"B";"BAO_0000357";"single protein format";"Pseudomonas aeruginosa PA14";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL3421563";"1";"Scientific Literature";"ACS Med Chem Lett";"2015";"None";"";"";"";""
"CHEMBL3422509";"";"None";"557.22";"1";"4.84";"12";"O=C(CCCN=C=S)Oc1c(Br)cc(Br)cc1CNC(=O)c1ccccc1[N+](=O)[O-]";"Inhibition";"'='";"26.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3425153";"Antagonist activity at Pseudomonas aeruginosa LasR expressed in Escherichia coli BL21 DE3 at 100 uM after 4 to 6 hrs by GFP reporter gene assay relative to Br-HSL";"B";"BAO_0000019";"assay format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL3421563";"1";"Scientific Literature";"ACS Med Chem Lett";"2015";"None";"";"";"";"26.0"
"CHEMBL3421669";"";"None";"595.20";"1";"3.66";"28";"O=C(CCCN1C(=O)C=CC1=O)Oc1c(Br)cc(Br)cc1CNC(=O)c1ccccc1[N+](=O)[O-]";"Inhibition";"";"";"%";"";"";"Dose-dependent effect";"UO_0000187";"";"";"";"";"0";"CHEMBL3425161";"Antagonist activity at LasR in Pseudomonas aeruginosa PAO1 assessed as decrease in pyocyanin level in extracted and acidified cell-free supernatants after 12 hrs";"B";"BAO_0000357";"single protein format";"Pseudomonas aeruginosa PAO1";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL3421563";"1";"Scientific Literature";"ACS Med Chem Lett";"2015";"None";"";"";"";""
"CHEMBL3421667";"";"None";"595.20";"1";"3.91";"26";"O=C(Cc1cc(Br)cc(Br)c1OC(=O)CCCN1C(=O)C=CC1=O)Nc1ccccc1[N+](=O)[O-]";"Inhibition";"'='";"30.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3425153";"Antagonist activity at Pseudomonas aeruginosa LasR expressed in Escherichia coli BL21 DE3 at 100 uM after 4 to 6 hrs by GFP reporter gene assay relative to Br-HSL";"B";"BAO_0000019";"assay format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL3421563";"1";"Scientific Literature";"ACS Med Chem Lett";"2015";"None";"";"";"";"30.0"
"CHEMBL3422508";"";"None";"557.22";"2";"5.09";"11";"O=C(Cc1cc(Br)cc(Br)c1OC(=O)CCCN=C=S)Nc1ccccc1[N+](=O)[O-]";"Inhibition";"'='";"69.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3425153";"Antagonist activity at Pseudomonas aeruginosa LasR expressed in Escherichia coli BL21 DE3 at 100 uM after 4 to 6 hrs by GFP reporter gene assay relative to Br-HSL";"B";"BAO_0000019";"assay format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL3421563";"1";"Scientific Literature";"ACS Med Chem Lett";"2015";"None";"";"";"";"69.0"
"CHEMBL408326";"";"None";"319.47";"0";"2.75";"10";"CCCCCCCCCCCS(=O)(=O)N[C@H]1CCOC1=O";"Inhibition";"";"";"%";"";"";"Not Determined";"UO_0000187";"";"";"";"";"0";"CHEMBL4271797";"Antagonist activity at Pseudomonas aeruginosa LasR expressed in Escherichia coli JLD271 harboring LasR expression plasmid pJN105L and lasI-lacZ transcriptional fusion reporter pSC11-L assessed as inhibition of OdDHL-induced receptor activation after 4 hrs by Miller-type beta-galactosidase reporter gene assay";"B";"BAO_0000019";"assay format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL4270523";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";"";"";"";""
"CHEMBL3235396";"";"None";"318.37";"0";"3.44";"1";"CCCCCCCc1[nH]c2ccc([N+](=O)[O-])cc2c(=O)c1CO";"Inhibition";"'='";"30.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4315989";"Inhibition of Pseudomonas aeruginosa PAO1 LasR transfected with lasB-GFP at 10 uM measured after 12 hrs by fluorescence based microtiter plate reader method relative to control";"B";"BAO_0000019";"assay format";"Pseudomonas aeruginosa PAO1";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL4312019";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"";"";"";"30.0"
"CHEMBL1812080";"";"None";"243.37";"0";"2.50";"22";"CCCCCCCC(=O)N[C@H]1CCSC1=O";"Inhibition";"'='";"-7.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1815983";"Antagonist activity at Pseudomonas aeruginosa PAO1 MW1 (pUM15) LasR assessed as inhibition of OdDHL-induced quorum sensing activation at 10 uM after 8 hrs by beta-galactosidase reporter gene assay relative to untreated control";"F";"BAO_0000019";"assay format";"Pseudomonas aeruginosa PAO1";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL1811864";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";"";"";"";"-7.0"
"CHEMBL4473962";"";"None";"337.50";"0";"4.15";"9";"CCCCCCCCCC(=O)CC(=O)CCNC1CCCCC1=O";"Inhibition";"'='";"35.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4404056";"Antagonist activity at LasR in Pseudomonas aeruginosa PAO-JP2 harboring plasI-LVAgfp assessed as inhibition of GFP expression by measuring reduction in fluorescence intensity at 100 uM incubated for 6 hrs in presence of AI1 by fluorescence based competitive assay relative to control";"B";"BAO_0000019";"assay format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL4402555";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"None";"";"";"";"35.0"
"CHEMBL8811";"";"None";"313.46";"0";"3.23";"14";"CCCCCCCCCC(=O)CC(=O)NC1CCSC1=O";"Inhibition";"'='";"-49.0";"%";"";"Outside typical range";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1815983";"Antagonist activity at Pseudomonas aeruginosa PAO1 MW1 (pUM15) LasR assessed as inhibition of OdDHL-induced quorum sensing activation at 10 uM after 8 hrs by beta-galactosidase reporter gene assay relative to untreated control";"F";"BAO_0000019";"assay format";"Pseudomonas aeruginosa PAO1";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL1811864";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";"";"";"";"-49.0"
"CHEMBL1812082";"";"None";"235.31";"0";"1.38";"25";"O=C(Cc1ccccc1)N[C@H]1CCSC1=O";"Inhibition";"'='";"-25.0";"%";"";"Outside typical range";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1815983";"Antagonist activity at Pseudomonas aeruginosa PAO1 MW1 (pUM15) LasR assessed as inhibition of OdDHL-induced quorum sensing activation at 10 uM after 8 hrs by beta-galactosidase reporter gene assay relative to untreated control";"F";"BAO_0000019";"assay format";"Pseudomonas aeruginosa PAO1";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL1811864";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";"";"";"";"-25.0"
"CHEMBL1812097";"";"None";"247.38";"0";"4.77";"41";"CCCCCCCCCC(=O)Nc1ccccc1";"Inhibition";"'='";"5.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1816110";"Antagonist activity at Pseudomonas aeruginosa PAO1 MW1 (pUM15) LasR assessed as inhibition of N-(3-oxo)-dodecanoyl HL-induced quorum sensing activation at 10 uM relative to untreated control";"F";"BAO_0000019";"assay format";"Pseudomonas aeruginosa PAO1";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL1811866";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";"";"";"";"5.0"
"CHEMBL1812114";"";"None";"299.41";"0";"2.77";"26";"CCCCCCCCCC(=O)CC(=O)NCC(=O)OCC";"Inhibition";"'='";"11.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1816110";"Antagonist activity at Pseudomonas aeruginosa PAO1 MW1 (pUM15) LasR assessed as inhibition of N-(3-oxo)-dodecanoyl HL-induced quorum sensing activation at 10 uM relative to untreated control";"F";"BAO_0000019";"assay format";"Pseudomonas aeruginosa PAO1";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL1811866";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";"";"";"";"11.0"
"CHEMBL1812118";"";"None";"361.18";"0";"1.90";"31";"CCOC(=O)CNC(=O)CCc1cccc(I)c1";"Inhibition";"'='";"-17.0";"%";"";"Outside typical range";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1816110";"Antagonist activity at Pseudomonas aeruginosa PAO1 MW1 (pUM15) LasR assessed as inhibition of N-(3-oxo)-dodecanoyl HL-induced quorum sensing activation at 10 uM relative to untreated control";"F";"BAO_0000019";"assay format";"Pseudomonas aeruginosa PAO1";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL1811866";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";"";"";"";"-17.0"
"CHEMBL1812121";"";"None";"269.73";"0";"1.95";"34";"CCOC(=O)CNC(=O)CCc1ccc(Cl)cc1";"Inhibition";"'='";"-5.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1816110";"Antagonist activity at Pseudomonas aeruginosa PAO1 MW1 (pUM15) LasR assessed as inhibition of N-(3-oxo)-dodecanoyl HL-induced quorum sensing activation at 10 uM relative to untreated control";"F";"BAO_0000019";"assay format";"Pseudomonas aeruginosa PAO1";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL1811866";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";"";"";"";"-5.0"
"CHEMBL1812099";"";"None";"290.16";"0";"3.63";"43";"O=C(Cc1ccc(Br)cc1)Nc1ccccc1";"Inhibition";"'='";"12.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1816110";"Antagonist activity at Pseudomonas aeruginosa PAO1 MW1 (pUM15) LasR assessed as inhibition of N-(3-oxo)-dodecanoyl HL-induced quorum sensing activation at 10 uM relative to untreated control";"F";"BAO_0000019";"assay format";"Pseudomonas aeruginosa PAO1";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL1811866";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";"";"";"";"12.0"
"CHEMBL3421669";"";"None";"595.20";"1";"3.66";"28";"O=C(CCCN1C(=O)C=CC1=O)Oc1c(Br)cc(Br)cc1CNC(=O)c1ccccc1[N+](=O)[O-]";"Inhibition";"";"";"%";"";"";"Dose-dependent effect";"UO_0000187";"";"";"";"";"0";"CHEMBL3425166";"Antagonist activity at LasR in Pseudomonas aeruginosa PA14 assessed as inhibition of static biofilm thickness grown in rich media after 36 hrs by SYTO-9 nucleic acid staining-based confocal microscopic analysis";"B";"BAO_0000357";"single protein format";"Pseudomonas aeruginosa PA14";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL3421563";"1";"Scientific Literature";"ACS Med Chem Lett";"2015";"None";"";"";"";""
"CHEMBL3421669";"";"None";"595.20";"1";"3.66";"28";"O=C(CCCN1C(=O)C=CC1=O)Oc1c(Br)cc(Br)cc1CNC(=O)c1ccccc1[N+](=O)[O-]";"Inhibition";"";"";"%";"";"";"Dose-dependent effect";"UO_0000187";"";"";"";"";"0";"CHEMBL3425162";"Antagonist activity at LasR in Pseudomonas aeruginosa PA14 assessed as decrease in pyocyanin level in extracted and acidified cell-free supernatants after 12 hrs";"B";"BAO_0000357";"single protein format";"Pseudomonas aeruginosa PA14";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL3421563";"1";"Scientific Literature";"ACS Med Chem Lett";"2015";"None";"";"";"";""
"CHEMBL3421669";"";"None";"595.20";"1";"3.66";"28";"O=C(CCCN1C(=O)C=CC1=O)Oc1c(Br)cc(Br)cc1CNC(=O)c1ccccc1[N+](=O)[O-]";"Inhibition";"";"";"%";"";"";"Dose-dependent effect";"UO_0000187";"";"";"";"";"0";"CHEMBL3425165";"Antagonist activity at LasR in Pseudomonas aeruginosa PA14 assessed as inhibition of static biofilm formation after 48 hrs by crystal violet staining";"B";"BAO_0000357";"single protein format";"Pseudomonas aeruginosa PA14";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL3421563";"1";"Scientific Literature";"ACS Med Chem Lett";"2015";"None";"";"";"";""
"CHEMBL3421669";"";"None";"595.20";"1";"3.66";"28";"O=C(CCCN1C(=O)C=CC1=O)Oc1c(Br)cc(Br)cc1CNC(=O)c1ccccc1[N+](=O)[O-]";"Inhibition";"'='";"101.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3425153";"Antagonist activity at Pseudomonas aeruginosa LasR expressed in Escherichia coli BL21 DE3 at 100 uM after 4 to 6 hrs by GFP reporter gene assay relative to Br-HSL";"B";"BAO_0000019";"assay format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL3421563";"1";"Scientific Literature";"ACS Med Chem Lett";"2015";"None";"";"";"";"101.0"
"CHEMBL3421668";"";"None";"581.17";"1";"3.27";"27";"O=C(CCN1C(=O)C=CC1=O)Oc1c(Br)cc(Br)cc1CNC(=O)c1ccccc1[N+](=O)[O-]";"Inhibition";"'='";"32.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3425153";"Antagonist activity at Pseudomonas aeruginosa LasR expressed in Escherichia coli BL21 DE3 at 100 uM after 4 to 6 hrs by GFP reporter gene assay relative to Br-HSL";"B";"BAO_0000019";"assay format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL3421563";"1";"Scientific Literature";"ACS Med Chem Lett";"2015";"None";"";"";"";"32.0"
"CHEMBL3421665";"";"None";"567.15";"1";"3.13";"24";"O=C(Cc1cc(Br)cc(Br)c1OC(=O)CN1C(=O)C=CC1=O)Nc1ccccc1[N+](=O)[O-]";"Inhibition";"'='";"56.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3425153";"Antagonist activity at Pseudomonas aeruginosa LasR expressed in Escherichia coli BL21 DE3 at 100 uM after 4 to 6 hrs by GFP reporter gene assay relative to Br-HSL";"B";"BAO_0000019";"assay format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL3421563";"1";"Scientific Literature";"ACS Med Chem Lett";"2015";"None";"";"";"";"56.0"
"CHEMBL1814829";"";"None";"257.35";"0";"1.67";"18";"CCCCCC(=O)CC(=O)N[C@H]1CCSC1=O";"Inhibition";"'='";"-8.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1815983";"Antagonist activity at Pseudomonas aeruginosa PAO1 MW1 (pUM15) LasR assessed as inhibition of OdDHL-induced quorum sensing activation at 10 uM after 8 hrs by beta-galactosidase reporter gene assay relative to untreated control";"F";"BAO_0000019";"assay format";"Pseudomonas aeruginosa PAO1";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL1811864";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";"";"";"";"-8.0"
"CHEMBL1812083";"";"None";"280.31";"0";"1.29";"26";"O=C(Cc1cccc([N+](=O)[O-])c1)NC1CCSC1=O";"Inhibition";"'='";"-15.0";"%";"";"Outside typical range";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1815983";"Antagonist activity at Pseudomonas aeruginosa PAO1 MW1 (pUM15) LasR assessed as inhibition of OdDHL-induced quorum sensing activation at 10 uM after 8 hrs by beta-galactosidase reporter gene assay relative to untreated control";"F";"BAO_0000019";"assay format";"Pseudomonas aeruginosa PAO1";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL1811864";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";"";"";"";"-15.0"
"CHEMBL3235593";"";"None";"298.38";"0";"2.95";"11";"CCCCCCCCCC(=O)CC(=O)O[C@H]1CCOC1=O";"Inhibition";"'='";"53.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4271797";"Antagonist activity at Pseudomonas aeruginosa LasR expressed in Escherichia coli JLD271 harboring LasR expression plasmid pJN105L and lasI-lacZ transcriptional fusion reporter pSC11-L assessed as inhibition of OdDHL-induced receptor activation after 4 hrs by Miller-type beta-galactosidase reporter gene assay";"B";"BAO_0000019";"assay format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL4270523";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";"";"";"";"53.0"
"CHEMBL3421669";"";"None";"595.20";"1";"3.66";"28";"O=C(CCCN1C(=O)C=CC1=O)Oc1c(Br)cc(Br)cc1CNC(=O)c1ccccc1[N+](=O)[O-]";"Inhibition";"";"";"%";"";"";"Dose-dependent effect";"UO_0000187";"";"";"";"";"0";"CHEMBL3425155";"Antagonist activity at LasR in Pseudomonas aeruginosa PAO1 assessed as decrease in pyocyanin level in cell-free supernatants after 12 hrs";"B";"BAO_0000357";"single protein format";"Pseudomonas aeruginosa PAO1";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL3421563";"1";"Scientific Literature";"ACS Med Chem Lett";"2015";"None";"";"";"";""
"CHEMBL205755";"";"None";"299.41";"0";"2.76";"27";"CCCCCCCCCC(=O)CC(=O)N[C@@H](C)C(=O)OC";"Inhibition";"'='";"23.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1816110";"Antagonist activity at Pseudomonas aeruginosa PAO1 MW1 (pUM15) LasR assessed as inhibition of N-(3-oxo)-dodecanoyl HL-induced quorum sensing activation at 10 uM relative to untreated control";"F";"BAO_0000019";"assay format";"Pseudomonas aeruginosa PAO1";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL1811866";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";"";"";"";"23.0"
"CHEMBL1812090";"";"None";"288.37";"0";"2.25";"34";"O=C(CCc1cc2ccccc2[nH]1)NC1CCSC1=O";"Inhibition";"'='";"-22.0";"%";"";"Outside typical range";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1815983";"Antagonist activity at Pseudomonas aeruginosa PAO1 MW1 (pUM15) LasR assessed as inhibition of OdDHL-induced quorum sensing activation at 10 uM after 8 hrs by beta-galactosidase reporter gene assay relative to untreated control";"F";"BAO_0000019";"assay format";"Pseudomonas aeruginosa PAO1";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL1811864";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";"";"";"";"-22.0"
"CHEMBL1812100";"";"None";"289.42";"0";"4.73";"12";"CCCCCCCCCC(=O)CC(=O)Nc1ccccc1";"Inhibition";"'='";"29.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1816110";"Antagonist activity at Pseudomonas aeruginosa PAO1 MW1 (pUM15) LasR assessed as inhibition of N-(3-oxo)-dodecanoyl HL-induced quorum sensing activation at 10 uM relative to untreated control";"F";"BAO_0000019";"assay format";"Pseudomonas aeruginosa PAO1";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL1811866";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";"";"";"";"29.0"
"CHEMBL1812112";"";"None";"333.47";"0";"4.41";"24";"CCCCCCCCCC(=O)CC(=O)NCc1ccc(OC)cc1";"Inhibition";"'='";"38.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1816110";"Antagonist activity at Pseudomonas aeruginosa PAO1 MW1 (pUM15) LasR assessed as inhibition of N-(3-oxo)-dodecanoyl HL-induced quorum sensing activation at 10 uM relative to untreated control";"F";"BAO_0000019";"assay format";"Pseudomonas aeruginosa PAO1";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL1811866";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";"";"";"";"38.0"
"CHEMBL1812081";"";"None";"235.31";"0";"1.38";"24";"O=C(Cc1ccccc1)NC1CCSC1=O";"Inhibition";"'='";"-24.0";"%";"";"Outside typical range";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1815983";"Antagonist activity at Pseudomonas aeruginosa PAO1 MW1 (pUM15) LasR assessed as inhibition of OdDHL-induced quorum sensing activation at 10 uM after 8 hrs by beta-galactosidase reporter gene assay relative to untreated control";"F";"BAO_0000019";"assay format";"Pseudomonas aeruginosa PAO1";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL1811864";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";"";"";"";"-24.0"
"CHEMBL3596497";"";"None";"294.43";"1";"5.25";"8";"CCCCCCCCCCCCOc1cc(C)oc(=O)c1";"Inhibition";"";"";"%";"";"";"Active";"UO_0000187";"";"";"";"";"0";"CHEMBL3598712";"Inhibition of Pseudomonas aeruginosa LasR expressed in Pseudomonas aeruginosa PA14 over-expressing pUCPLasR assessed as reduction in biofilm formation at 0.1 to 100 uM incubated at 37 degC for 24 hrs by crystal violet staining based static biofilm formation assay";"B";"BAO_0000019";"assay format";"Pseudomonas aeruginosa";"None";"None";"None";"None";"";"";"";"CHEMBL1075207";"Transcriptional activator protein lasR";"Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)";"SINGLE PROTEIN";"CHEMBL3596092";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";""
